CODIGO ITEM DE DESPESA;NOME ITEM DE DESPESA;2010;2011;2012;2013;2014;2015
44905236;ARMAMENTOS;57605523,0;20054613,49;0,0;2619462,57;9751592,5;19884952,83
44909101;SENTENCAS JUDICIAIS;1029978,75;24262042,310000002;20862,36;193165115,32000002;482537147,3600001;601848651,08
44909105;OBRIGACOES DE PEQUENO VALOR;0,0;266231,71;156140,13;154381,58;206309,15;147796,7
44909201;OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;11463920,649999999;2300379,9099999997;551185,0099999999;1595857,86;3057512,57;32750687,13
44909205;OBRAS E INSTALACOES;4340478,82;3892462,73;3326871,16;1502110,34;586290,2;48681132,67000001
44909301;INDENIZACOES E RESTITUICOES DIVERSAS;97196360,56;112337085,30999999;198012538,39999995;126885243,62;93538489,73;90905632,47999999
44913999;OUTROS SERVIÁOS DE TERCEIROS;0;0;0;0;0;0,0
44915131;OBRAS - SUS/FUNDES;0;0;0;8054847,0;0;0,0
44915140;PROJETOS, GERENC. E EXECUCAO DE OBRAS - FDE;0;0;0;24404844,589999996;256954120,27999997;167234136,09999996
44915141;OBRAS E INSTALACOES - COMPENSACAO AMBIENTAL;0;0;0;0;0;8381996,49
44915237;EQUIPAMENTOS - SUS/FUNDES;0;0;0;3321475,0;4550978,71;2316003,62
44915238;EQUIPAMENTOS - FDE;0;0;0;0;37398178,28;10959635,61
45905130;CLASSIF.DO EXERCICIO ANTERIOR;0,0;0,0;0,0;0,0;0;0
45905225;AQUISICAO DE OUTROS BENS DE CAP.EM UTILIZACA;0,0;0,0;0;0;0;0,0
45906103;AQUISICAO DE IMOVEIS;49135554,53999999;78442230,16000001;94810298,77999999;25903370,35;85167860,17;6776703,56
45906201;AQUISICAO DE PRODUTOS PARA REVENDA;120665,8;153750,2;415512,31;197881,5;0;0
45906301;AQUISICAO DE TITULOS DE CREDITO;0;0;0;0;0;89944956,04
45906401;AQ.DE TIT.REPRES.DE CAP.JA INTEGRALIZADO;0,0;0,0;0;0;0;0
45906510;SUBSCRICAO DE ACOES-INVESTIMENTOS;2120947258,1;1497088914,76;1620775163,52;2976777658,2;4151369650,56;3739223870,1599994
45906520;SUBSCRICAO DE ACOES-SERVICO DA DIVIDA;112318448,91;77690547,19;0;0;0;0
45916103;AQUISICAO DE IMOVEIS;14300000,0;0,0;0,0;0;0;0
45916510;SUBSCRICAO DE ACOES-INVESTIMENTOS;786757569,83;534406547,39;384272694,71000004;278368235,32;584444388,26;508388451,07
46907110;AMORTIZ.DA DIVIDA INTERNA CONTRATADA;3411294738,750002;3583015051,090002;4145916048,1900005;4659725049,76;4799379826,44;5845389189,2300005
46907111;PRINCIPAL DA DIVIDA POR CONTRATO EXTERNA;239522878,92000005;243958617,07000002;283006602,7799999;419278852,8299999;551273125,68;879720825,5200001
49403101;CLASSIF.DO EXERCICIO ANTERIOR;0,0;0,0;0,0;0;0;0
